301X001	2	0	0	1	1	2	3	3	1	1	3 	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X002	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X003	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X004	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X005	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X006	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X007	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X008	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X009	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X010	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X011	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X012	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X013	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X014	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X015	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X016	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X017	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
301X018	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X019	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X020	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X021	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X022	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X023	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X024	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X025	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X026	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X027	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X028	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X029	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X030	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X031	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X032	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X033	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X034	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X035	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X036	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X037	2	0	0	1	1	2	3	3	1	1	3	3	2	2	2	0	0	1	1	2	3	2	1	1	1	1	2	3	
302X038	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	
